n,a,b,c,p,lambda,delta,chi_delta,ap_L_lambda,N,factorization_N,q,h,k,b_mov
8,7,31,68,1000000007,879289223,13056,-1,35652,1000035660,2^2;3^1;5^1;13^1;131^1;9787^1,9787,102180,4893,146288
8,7,31,68,10000000019,1660539220,13056,1,101884,9999898136,2^3;181^1;6906007^1,6906007,1448,3453003,114706277
8,7,31,68,100000000003,94056372553,13056,1,164108,99999835896,2^3;3^1;17^1;23^1;3079^1;3461^1,3461,28893336,3460,126433
8,7,31,68,1000000000039,153799019615,13056,-1,289664,1000000289704,2^3;13^1;9615387401^1,9615387401,104,1201923425,47912438321
8,8,17,49,1009,569,501,1,34,976,2^4;61^1,61,16,20,200
8,8,17,49,10007,8874,3528,1,24,9984,2^8;3^1;13^1,13,768,6,80
8,8,17,49,100003,46715,3528,-1,588,100592,2^4;6287^1,6287,16,6286,104409
8,8,17,49,1000003,997737,3528,-1,-1076,998928,2^4;3^2;7^1;991^1,991,1008,45,897
8,8,17,49,10000019,9750587,3528,-1,-208,9999812,2^2;2499953^1,2499953,4,24752,575571
8,8,17,49,100000007,9070297,3528,1,12828,99987180,2^2;3^1;5^1;863^1;1931^1,1931,51780,965,25646
8,8,17,49,1000000007,437641728,3528,1,43696,999956312,2^3;124994539^1,124994539,8,62497269,1868502905
8,8,17,49,10000000019,7097505684,3528,-1,32844,10000032864,2^5;3^1;1499^1;69491^1,69491,143904,6949,230841
8,8,17,49,100000000003,89569161002,3528,-1,-161420,99999838584,2^3;3^2;29^1;683^1;70121^1,70121,1426104,70120,2562270
8,8,17,49,1000000000039,528344671224,3528,1,1665944,999998334096,2^4;3^1;20833298627^1,20833298627,48,10416649313,415240320090
8,8,31,71,1009,105,956,-1,50,1060,2^2;5^1;53^1,53,20,52,519
8,8,31,71,10007,8323,3057,-1,12,10020,2^2;3^1;5^1;167^1,167,60,83,1103
8,8,31,71,100003,43542,13064,-1,356,100360,2^3;5^1;13^1;193^1,193,520,64,1064
8,8,31,71,1000003,571344,13064,1,1072,998932,2^2;11^1;73^1;311^1,311,3212,310,6179
8,8,31,71,10000019,5860392,13064,1,1740,9998280,2^3;3^2;5^1;27773^1,27773,360,6943,161450
8,8,31,71,100000007,58542565,13064,1,8992,99991016,2^3;12498877^1,12498877,8,12498876,332162940
8,8,31,71,1000000007,936925911,13064,1,47088,999952920,2^3;3^2;5^1;17^1;109^1;1499^1,1499,667080,214,6399
8,8,31,71,10000000019,1432945503,13064,-1,131464,10000131484,2^2;7^2;51021079^1,51021079,196,51021078,1694883525
8,8,31,71,100000000003,93018983470,13064,-1,7852,100000007856,2^4;3^2;7^1;99206357^1,99206357,1008,24801589,906280049
8,8,31,71,1000000000039,976729944926,13064,1,1768864,999998231176,2^3;7^1;17857111271^1,17857111271,56,8928555635,355920237729
8,8,49,97,1009,80,537,-1,26,1036,2^2;7^1;37^1,37,28,3,30
8,8,49,97,10007,917,1795,-1,-56,9952,2^5;311^1,311,32,310,4120
8,8,49,97,100003,51197,31816,-1,-56,99948,2^2;3^1;8329^1,8329,12,2776,46109
8,8,49,97,1000003,567516,31816,-1,964,1000968,2^3;3^1;179^1;233^1,233,4296,116,2313
8,8,49,97,10000019,2921807,31816,-1,620,10000640,2^8;5^1;13^1;601^1,601,16640,300,6977
8,8,49,97,100000007,28715115,31816,1,5676,99994332,2^2;3^1;8332861^1,8332861,12,555524,14763287
8,8,49,97,1000000007,534825250,31816,1,-46500,1000046508,2^2;3^1;37^1;179^1;12583^1,12583,79476,12582,376169
8,8,49,97,10000000019,3271310040,31816,1,-57168,10000057188,2^2;3^1;11^1;229^1;330821^1,330821,30228,33082,1098961
8,8,49,97,100000000003,40256474732,31816,1,502644,99999497360,2^4;5^1;7^1;19^1;47^1;199967^1,199967,500080,199966,7307000
8,8,49,97,1000000000039,694996228341,31816,1,236920,999999763120,2^4;5^1;19^1;657894581^1,657894581,1520,657894580,26225741866
8,14,28,82,1009,863,103,1,58,952,2^3;7^1;17^1,17,56,16,160
8,14,28,82,10007,7812,9184,1,152,9856,2^7;7^1;11^1,11,896,10,133
8,14,28,82,100003,58540,9184,1,364,99640,2^3;5^1;47^1;53^1,53,1880,52,864
8,14,28,82,1000003,487808,9184,-1,964,1000968,2^3;3^1;179^1;233^1,233,4296,116,2313
8,14,28,82,10000019,4146351,9184,1,-1344,10001364,2^2;3^1;263^1;3169^1,3169,3156,352,8186
8,14,28,82,100000007,53658542,9184,-1,-8868,99991140,2^2;3^1;5^1;1666519^1,1666519,60,833259,22144212
8,14,28,82,1000000007,780487812,9184,-1,-56400,999943608,2^3;3^1;41664317^1,41664317,24,20832158,622826379
8,14,28,82,10000000019,3170731715,9184,1,135236,9999864784,2^4;7^1;13^1;6868039^1,6868039,1456,3434019,114075642
8,14,28,82,100000000003,48780487808,9184,-1,-236508,99999763496,2^3;12499970437^1,12499970437,8,462961868,16917186398
8,14,28,82,1000000000039,146341463422,9184,1,1646264,999998353776,2^4;3^1;19^1;71^1;15443513^1,15443513,64752,7721756,307813419
8,14,34,92,1009,688,594,-1,38,1048,2^3;131^1,131,8,26,260
8,14,34,92,10007,1546,4713,1,-116,10124,2^2;2531^1,2531,4,2530,33621
8,14,34,92,100003,4132,14720,1,212,99792,2^4;3^4;7^1;11^1,11,9072,10,167
8,14,34,92,1000003,606525,14720,-1,724,1000728,2^3;3^3;41^1;113^1,113,8856,112,2233
8,14,34,92,10000019,3108703,14720,-1,-5892,9994128,2^4;3^1;59^1;3529^1,3529,2832,882,20510
8,14,34,92,100000007,80652181,14720,1,14940,99985068,2^2;3^2;19^1;127^1;1151^1,1151,86868,1150,30562
8,14,34,92,1000000007,502173918,14720,1,31048,999968960,2^6;5^1;3124903^1,3124903,320,3124902,93426298
8,14,34,92,10000000019,2673913050,14720,1,-33712,10000033732,2^2;13^1;43^1;4472287^1,4472287,2236,4472286,148566126
8,14,34,92,100000000003,95434782613,14720,-1,-236036,99999763968,2^9;3^1;13^1;19^1;229^1;1151^1,1151,86880768,115,4203
8,14,34,92,1000000000039,484782608716,14720,-1,-496,999999999544,2^3;7^2;13^1;587^1;334297^1,334297,2991352,9286,370170
8,17,28,89,1009,740,769,1,2,1008,2^4;3^2;7^1,7,144,1,10
8,17,28,89,10007,5072,7832,1,-168,10176,2^6;3^1;53^1,53,192,26,346
8,17,28,89,100003,59963,7832,1,136,99868,2^2;24967^1,24967,4,1387,23038
8,17,28,89,1000003,968340,7832,1,-1204,1001208,2^3;3^1;13^1;3209^1,3209,312,3208,63941
8,17,28,89,10000019,1889689,7832,-1,2676,10002696,2^3;3^1;11^1;37889^1,37889,264,9472,220258
8,17,28,89,100000007,65270691,7832,-1,-14224,99985784,2^3;23^1;83^1;6547^1,6547,15272,3273,86982
8,17,28,89,1000000007,555669056,7832,-1,44060,1000044068,2^2;53^1;1297^1;3637^1,3637,274964,3636,108707
8,17,28,89,10000000019,1756894796,7832,1,-118672,10000118692,2^2;17^1;61^1;2410829^1,2410829,4148,2410828,80085973
8,17,28,89,100000000003,45352400412,7832,1,26092,99999973912,2^3;38629^1;323591^1,323591,309032,161795,5912185
8,17,28,89,1000000000039,76608784479,7832,1,78480,999999921560,2^3;5^1;139^1;2069^1;86929^1,86929,11503640,7244,288769
12,1,4,13,1009,855,468,-1,6,1016,2^3;127^1,127,8,63,629
12,1,4,13,10007,771,468,1,168,9840,2^4;3^1;5^1;41^1,41,240,8,107
12,1,4,13,100003,53849,468,-1,-200,99804,2^2;3^1;8317^1,8317,12,4158,69064
12,1,4,13,1000003,692311,468,1,-500,1000504,2^3;125063^1,125063,8,62531,1246342
12,1,4,13,10000019,9230788,468,1,3244,9996776,2^3;827^1;1511^1,1511,6616,151,3512
12,1,4,13,100000007,92307700,468,1,1208,99998800,2^4;5^2;11^1;22727^1,22727,4400,11363,301977
12,1,4,13,1000000007,461538466,468,-1,-62736,999937272,2^3;3^1;4583^1;9091^1,9091,109992,505,15099
12,1,4,13,10000000019,3076923084,468,1,97932,9999902088,2^3;3^3;11^1;37^1;113749^1,113749,87912,37916,1259543
12,1,4,13,100000000003,53846153849,468,-1,243240,100000243244,2^2;11^1;103^1;22065367^1,22065367,4532,22065366,806295152
12,1,4,13,1000000000039,769230769262,468,1,1120136,999998879904,2^5;3^6;31^1;953^1;1451^1,1451,689179104,725,28901
12,1,13,24,1009,467,429,1,34,976,2^4;61^1,61,16,20,200
12,1,13,24,10007,2885,3456,1,-116,10124,2^2;2531^1,2531,4,2530,33621
12,1,13,24,100003,35766,3456,1,-60,100064,2^5;53^1;59^1,59,1696,29,482
12,1,13,24,1000003,357641,3456,1,-1636,1001640,2^3;3^1;5^1;17^1;491^1,491,2040,98,1954
12,1,13,24,10000019,7465293,3456,-1,-1348,9998672,2^4;624917^1,624917,16,156229,3632871
12,1,13,24,100000007,78819451,3456,1,-18756,100018764,2^2;3^2;2778299^1,2778299,36,2778298,73834450
12,1,13,24,1000000007,788194451,3456,1,-30256,1000030264,2^3;509^1;245587^1,245587,4072,245586,7342372
12,1,13,24,10000000019,7465277793,3456,-1,148636,10000148656,2^4;23^1;37^1;127^1;5783^1,5783,1729232,413,13720
12,1,13,24,100000000003,35763888891,3456,1,-586524,100000586528,2^5;3125018329^1,3125018329,32,781254582,28547986998
12,1,13,24,1000000000039,232638888899,3456,-1,1366244,1000001366284,2^2;331^1;755288041^1,755288041,1324,151057608,6021630144
12,1,13,88,1009,67,564,-1,-14,996,2^2;3^1;83^1,83,12,82,819
12,1,13,88,10007,5033,2665,1,-68,10076,2^2;11^1;229^1,229,44,228,3030
12,1,13,88,100003,85515,12672,-1,356,100360,2^3;5^1;13^1;193^1,193,520,64,1064
12,1,13,88,1000003,36933,12672,1,-572,1000576,2^7;7817^1,7817,128,7816,155786
12,1,13,88,10000019,9005700,12672,-1,3060,10003080,2^3;3^1;5^1;31^1;2689^1,2689,3720,384,8930
12,1,13,88,100000007,284092,12672,1,-16076,100016084,2^2;7^1;3572003^1,3572003,28,3572002,94927471
12,1,13,88,1000000007,639204551,12672,1,-5164,1000005172,2^2;811^1;308263^1,308263,3244,51377,1536037
12,1,13,88,10000000019,823863639,12672,1,79020,9999921000,2^3;3^1;5^3;3333307^1,3333307,3000,3333306,110730029
12,1,13,88,100000000003,85511363640,12672,-1,405964,100000405968,2^4;3^1;34361^1;60631^1,60631,1649328,30315,1107747
12,1,13,88,1000000000039,275568181830,12672,1,-349216,1000000349256,2^3;3^1;29^1;853^1;1684387^1,1684387,593688,842193,33572456
12,1,24,37,1009,697,122,-1,42,1052,2^2;263^1,263,4,262,2615
12,1,24,37,10007,5469,205,1,-88,10096,2^4;631^1,631,16,126,1675
12,1,24,37,100003,47476,10212,1,152,99852,2^2;3^1;53^1;157^1,157,636,156,2592
12,1,24,37,1000003,833141,10212,1,228,999776,2^5;157^1;199^1,199,5024,33,658
12,1,24,37,10000019,8660417,10212,-1,1412,10001432,2^3;7^1;178597^1,178597,56,178596,4152982
12,1,24,37,100000007,42773212,10212,-1,7992,100008000,2^6;3^3;5^3;463^1,463,216000,66,1754
12,1,24,37,1000000007,394829616,10212,1,-13920,1000013928,2^3;3^1;19^1;101^1;21713^1,21713,46056,1357,40571
12,1,24,37,10000000019,9964747376,10212,1,65472,9999934548,2^2;3^1;17^1;113^1;373^1;1163^1,1163,8598396,1162,38601
12,1,24,37,100000000003,73560517042,10212,-1,-10108,99999989896,2^3;12499998737^1,12499998737,8,6249999368,228382533430
12,1,24,37,1000000000039,965922444222,10212,1,-1250320,1000001250360,2^3;3^2;5^1;7^1;53^1;7487281^1,7487281,133560,3743640,149233235
12,1,37,52,1009,381,266,-1,50,1060,2^2;5^1;53^1,53,20,52,519
12,1,37,52,10007,7394,2450,1,-72,10080,2^5;3^2;5^1;7^1,7,1440,3,40
12,1,37,52,100003,96318,22464,1,460,99544,2^3;23^1;541^1,541,184,180,2990
12,1,37,52,1000003,732375,22464,-1,4,1000008,2^3;3^2;17^1;19^1;43^1,43,23256,21,419
12,1,37,52,10000019,2195518,22464,1,-2508,10002528,2^5;3^4;17^1;227^1,227,44064,226,5256
12,1,37,52,100000007,96955136,22464,1,17496,99982512,2^4;3^4;7^1;103^1;107^1,107,934416,106,2817
12,1,37,52,1000000007,661858980,22464,-1,19420,1000019428,2^2;281^1;889697^1,889697,1124,444848,13299778
12,1,37,52,10000000019,1426282055,22464,1,25136,9999974884,2^2;41843^1;59747^1,59747,167372,29873,992360
12,1,37,52,100000000003,96314102568,22464,1,-9540,100000009544,2^3;59^1;211864427^1,211864427,472,211864426,7741782280
12,1,37,52,1000000000039,866987179522,22464,-1,-181224,999999818816,2^6;23^1;679347703^1,679347703,1472,339673851,13540465305
12,1,52,69,1009,40,859,1,18,992,2^5;31^1,31,32,30,300
12,1,52,69,10007,8316,2200,1,48,9960,2^3;3^1;5^1;83^1,83,120,82,1090
12,1,52,69,100003,22707,42228,-1,144,100148,2^2;25037^1,25037,4,12518,207921
12,1,52,69,1000003,357490,42228,-1,-236,999768,2^3;3^1;7^1;11^1;541^1,541,1848,270,5382
12,1,52,69,10000019,4106289,42228,-1,-692,9999328,2^5;89^1;3511^1,3511,2848,585,13604
12,1,52,69,100000007,13526572,42228,1,-12840,100012848,2^4;3^1;13^2;12329^1,12329,8112,1541,40953
12,1,52,69,1000000007,526570053,42228,1,-7408,1000007416,2^3;125000927^1,125000927,8,125000926,3737196793
12,1,52,69,10000000019,3236714983,42228,-1,-62892,9999937128,2^3;3^1;149^1;2796403^1,2796403,3576,2796402,92894464
12,1,52,69,100000000003,5314009663,42228,-1,3420,100000003424,2^5;19559^1;159773^1,159773,625888,159772,5838263
12,1,52,69,1000000000039,314009661849,42228,1,-1346704,1000001346744,2^3;3^1;17^1;503^1;983^1;4957^1,4957,201735192,2478,98781
12,1,69,88,1009,880,169,1,22,988,2^2;13^1;19^1,19,52,18,180
12,1,69,88,10007,7431,1759,-1,72,10080,2^5;3^2;5^1;7^1,7,1440,3,40
12,1,69,88,100003,28060,71808,1,-500,100504,2^3;17^1;739^1,739,136,369,6129
12,1,69,88,1000003,505183,71808,1,1300,998704,2^4;7^1;37^1;241^1,241,4144,15,299
12,1,69,88,10000019,1602611,71808,1,6212,9993808,2^4;11^1;56783^1,56783,176,28391,660191
12,1,69,88,100000007,18365644,71808,-1,-8852,99991156,2^2;24997789^1,24997789,4,6249447,166081710
12,1,69,88,1000000007,499164443,71808,-1,-37264,999962744,2^3;11^1;491^1;23143^1,23143,43208,23142,691885
12,1,69,88,10000000019,3848596265,71808,1,63140,9999936880,2^4;5^1;137^1;912403^1,912403,10960,912402,30309339
12,1,69,88,100000000003,10411096258,71808,-1,136012,100000136016,2^4;3^2;11^1;63131399^1,63131399,1584,2869609,104858983
12,1,69,88,1000000000039,991143048168,71808,-1,-864076,999999135964,2^2;31^1;1039^1;7761799^1,7761799,128836,3880899,154704810
12,2,12,26,1009,265,93,-1,38,1048,2^3;131^1,131,8,26,260
12,2,12,26,10007,3696,3120,-1,-108,9900,2^2;3^2;5^2;11^1,11,900,10,133
12,2,12,26,100003,78465,3120,-1,108,100112,2^4;6257^1,6257,16,6256,103911
12,2,12,26,1000003,323079,3120,1,-764,1000768,2^6;19^1;823^1,823,1216,822,16384
12,2,12,26,10000019,307694,3120,1,1540,9998480,2^4;5^1;124981^1,124981,80,41660,968741
12,2,12,26,100000007,83076930,3120,-1,-5396,99994612,2^2;17^1;191^1;7699^1,7699,12988,7698,204578
12,2,12,26,1000000007,215384618,3120,1,7688,999992320,2^10;5^1;195311^1,195311,5120,39062,1167851
12,2,12,26,10000000019,8769230787,3120,1,-149796,10000149816,2^3;3^1;53^1;97^1;81049^1,81049,123384,27016,897453
12,2,12,26,100000000003,78461538465,3120,-1,-164852,99999835152,2^4;3^1;7^1;2039^1;145963^1,145963,685104,145962,5333628
12,2,12,26,1000000000039,492307692328,3120,-1,-1290584,999998709456,2^4;3^1;19^1;1096489813^1,1096489813,912,365496604,14569841249
12,2,26,44,1009,517,564,-1,-22,988,2^2;13^1;19^1,19,52,18,180
12,2,26,44,10007,7620,2665,1,-36,10044,2^2;3^4;31^1,31,324,3,40
12,2,26,44,100003,17047,12672,-1,536,100540,2^2;5^1;11^1;457^1,457,220,152,2525
12,2,26,44,1000003,897731,12672,1,-524,1000528,2^4;62533^1,62533,16,31266,623181
12,2,26,44,10000019,3522735,12672,-1,-1812,9998208,2^7;3^3;11^1;263^1,263,38016,131,3047
12,2,26,44,100000007,76136370,12672,1,-3468,100003476,2^2;3^1;8333623^1,8333623,12,2777874,73823182
12,2,26,44,1000000007,306818185,12672,1,-4524,1000004532,2^2;3^1;17^1;1979^1;2477^1,2477,403716,2476,74026
12,2,26,44,10000000019,795454548,12672,1,72264,9999927756,2^2;3^2;7^1;13^1;79^1;38639^1,38639,258804,19319,641764
12,2,26,44,100000000003,17045454547,12672,-1,420224,100000420228,2^2;19^1;26777^1;49139^1,49139,2035052,24569,897781
12,2,26,44,1000000000039,852272727307,12672,1,1553808,999998446232,2^3;149^1;467^1;1796413^1,1796413,556664,299402,11935103
12,2,44,66,1009,994,976,-1,50,1060,2^2;5^1;53^1,53,20,52,519
12,2,44,66,10007,3019,3243,-1,-104,9904,2^4;619^1,619,16,618,8213
12,2,44,66,100003,31748,33264,1,-100,100104,2^3;3^1;43^1;97^1,97,1032,24,399
12,2,44,66,1000003,746035,33264,-1,652,1000656,2^4;3^2;6949^1,6949,144,6948,138485
12,2,44,66,10000019,2063497,33264,-1,5068,10005088,2^5;73^1;4283^1,4283,2336,4282,99572
12,2,44,66,100000007,15873018,33264,-1,-17576,99982432,2^5;11^1;284041^1,284041,352,23670,629041
12,2,44,66,1000000007,15873017,33264,1,-2248,1000002256,2^4;11^1;37^1;153563^1,153563,6512,153562,4591098
12,2,44,66,10000000019,4920634931,33264,1,199068,9999800952,2^3;3^1;416658373^1,416658373,24,34721531,1153424294
12,2,44,66,100000000003,31746031748,33264,1,-5732,100000005736,2^3;12500000717^1,12500000717,8,3125000179,114191284803
12,2,44,66,1000000000039,174603174611,33264,-1,-1465128,999998534912,2^8;13^1;3449^1;87121^1,87121,11478272,87120,3472877
12,2,66,92,1009,25,26,-1,-14,996,2^2;3^1;83^1,83,12,82,819
12,2,66,92,10007,35,607,-1,-72,9936,2^4;3^3;23^1,23,432,11,147
12,2,66,92,100003,94637,70656,-1,-204,99800,2^3;5^2;499^1,499,200,166,2758
12,2,66,92,1000003,794161,70656,1,100,999904,2^5;31247^1,31247,32,15623,311391
12,2,66,92,10000019,5006804,70656,1,5836,9994184,2^3;1249273^1,1249273,8,312318,7262487
12,2,66,92,100000007,73165767,70656,-1,-14744,99985264,2^4;109^1;57331^1,57331,1744,28665,761785
12,2,66,92,1000000007,775135876,70656,-1,-57072,999942936,2^3;3^1;41664289^1,41664289,24,5208036,155706491
12,2,66,92,10000000019,9354619584,70656,-1,130428,10000130448,2^4;3^1;7^1;11^1;2705663^1,2705663,3696,2705662,89880147
12,2,66,92,100000000003,31589673915,70656,1,-163536,100000163540,2^2;5^1;2903^1;1722359^1,1722359,58060,1722358,62937044
12,2,66,92,1000000000039,449048913062,70656,1,-688256,1000000688296,2^3;179^1;698324503^1,698324503,1432,232774834,9279135131
12,3,8,23,1009,133,371,-1,22,1032,2^3;3^1;43^1,43,24,42,420
12,3,8,23,10007,3047,1380,1,-88,10096,2^4;631^1,631,16,126,1675
12,3,8,23,100003,39133,1380,1,-104,100108,2^2;29^1;863^1,863,116,862,14318
12,3,8,23,1000003,956526,1380,-1,892,1000896,2^6;3^1;13^1;401^1,401,2496,400,7973
12,3,8,23,10000019,2608702,1380,1,1872,9998148,2^2;3^1;833179^1,833179,12,833178,19374305
12,3,8,23,100000007,95652182,1380,1,2752,99997256,2^3;12499657^1,12499657,8,4166552,110727890
12,3,8,23,1000000007,652173919,1380,1,33760,999966248,2^3;17^1;1297^1;5669^1,5669,176392,436,13036
12,3,8,23,10000000019,2173913049,1380,-1,-47612,9999952408,2^3;37^1;443^1;76261^1,76261,131128,492,16344
12,3,8,23,100000000003,30434782611,1380,-1,-78124,99999921880,2^3;5^1;3989^1;626723^1,626723,159560,313361,11450590
12,3,8,23,1000000000039,434782608714,1380,1,977592,999999022448,2^4;29^1;67^1;32166721^1,32166721,31088,16083360,641133186
12,3,23,44,1009,681,470,-1,-6,1004,2^2;251^1,251,4,25,250
12,3,23,44,10007,8996,553,-1,28,10036,2^2;13^1;193^1,193,52,64,851
12,3,23,44,100003,15797,10560,1,272,99732,2^2;3^1;8311^1,8311,12,4155,69014
12,3,23,44,1000003,885231,10560,-1,1220,1001224,2^3;7^1;19^1;941^1,941,1064,470,9368
12,3,23,44,10000019,1397731,10560,1,-44,10000064,2^6;37^1;41^1;103^1,103,97088,51,1186
12,3,23,44,100000007,89886371,10560,-1,19512,100019520,2^6;3^2;5^1;34729^1,34729,2880,8682,230728
12,3,23,44,1000000007,444318186,10560,-1,-8936,999991072,2^5;1123^1;27827^1,27827,35936,13913,415962
12,3,23,44,10000000019,8670454563,10560,-1,170532,10000170552,2^3;3^1;23^1;18116251^1,18116251,552,3019375,100301467
12,3,23,44,100000000003,15795454547,10560,1,-404568,100000404572,2^2;19^1;43^1;30599879^1,30599879,3268,15299939,559078270
12,3,23,44,1000000000039,389772727289,10560,-1,-789052,999999210988,2^2;10567^1;23658541^1,23658541,42268,5914635,235775907
12,3,44,71,1009,9,626,1,-46,1056,2^5;3^1;11^1,11,96,10,100
12,3,44,71,10007,7942,4911,-1,168,10176,2^6;3^1;53^1,53,192,26,346
12,3,44,71,100003,98252,34932,-1,-276,99728,2^4;23^1;271^1,271,368,135,2243
12,3,44,71,1000003,288219,34932,1,-244,1000248,2^3;3^1;71^1;587^1,587,1704,293,5840
12,3,44,71,10000019,3555487,34932,-1,-2892,9997128,2^3;3^3;31^1;1493^1,1493,6696,1492,34695
12,3,44,71,100000007,54379943,34932,-1,-2656,99997352,2^3;7^1;13^1;137359^1,137359,728,137358,3650348
12,3,44,71,1000000007,511851602,34932,1,20220,999979788,2^2;3^1;79^1;1054831^1,1054831,948,351610,10512209
12,3,44,71,10000000019,5345242196,34932,-1,-7444,9999992576,2^8;7^1;5580353^1,5580353,1792,5580352,185375281
12,3,44,71,100000000003,11920302303,34932,-1,-501616,99999498388,2^2;193^1;129533029^1,129533029,772,32383257,1183323364
12,3,44,71,1000000000039,104774991417,34932,1,-1349664,1000001349704,2^3;7^1;103^1;173370553^1,173370553,5768,173370552,6911094091
